Date,HashRate,ActiveAddresses,TxVolumeUSD
2019-07-24,,490408.0,
2019-07-26,74380911.3910783,,993970297.737923
2019-07-28,,391947.0,
2019-07-30,63627044.6839344,,1280347893.44335
2019-08-01,,558918.0,
2019-08-03,77517455.8473286,,533502020.952203
2019-08-05,,583599.0,
2019-08-07,75945274.2994312,,1528500615.47788
2019-08-09,,562840.0,
2019-08-11,75945274.2994312,,577446710.735718
2019-08-13,,566410.0,
2019-08-15,77930771.6667366,,1574111185.79898
2019-08-17,,441149.0,
2019-08-19,82514504.7903757,,1023246904.67013
2019-08-21,,599152.0,
2019-08-23,77452265.232684,,2130991479.93793
2019-08-25,,393555.0,
2019-08-27,68340234.0288388,,1295831266.79679
2019-08-29,,545362.0,
2019-08-31,84033176.6576833,,536730722.744341
2019-09-02,,529944.0,
2019-09-04,72825124.7697365,,1356552610.12157
2019-09-06,,601748.0,
2019-09-08,94779757.9723776,,734442315.886497
2019-09-10,,564563.0,
2019-09-12,84605659.6589586,,1811962087.02676
2019-09-14,,491282.0,
2019-09-16,96346803.0777296,,1523428331.69289
2019-09-18,,578686.0,
2019-09-20,89253786.9002281,,1752366741.2845
2019-09-22,,456990.0,
2019-09-24,92800294.9889788,,3139283339.2161
2019-09-26,,554702.0,
2019-09-28,100852756.01995,,580178846.7763
2019-09-30,,540376.0,
2019-10-02,93875521.3267456,,753518693.099858
2019-10-04,,545609.0,
2019-10-06,94509815.3897642,,437929223.289477
2019-10-08,,534935.0,
2019-10-10,103681264.292523,,1061857762.2837
2019-10-12,,452069.0,
2019-10-14,87295825.4578357,,1712938625.03762
2019-10-16,,545056.0,
2019-10-18,103461719.061139,,1046146449.48076
2019-10-20,,437713.0,
2019-10-22,109281440.758328,,996706690.858345
2019-10-24,,515253.0,
2019-10-26,95285003.0093039,,1256366630.61245
2019-10-28,,540579.0,
2019-10-30,91201360.0231908,,933497841.255334
2019-11-01,,563151.0,
2019-11-03,93923788.6805996,,791930340.104973
2019-11-05,,576664.0,
2019-11-07,91737090.3690835,,1410260957.176
2019-11-09,,519291.0,
2019-11-11,95479548.6213797,,718863061.19166
2019-11-13,,555616.0,
2019-11-15,99905752.8621059,,1199132985.11859
2019-11-17,,430853.0,
2019-11-19,92950289.0552504,,923399726.065324
2019-11-21,,584765.0,
2019-11-23,111568229.030169,,1151153475.67428
2019-11-25,,495578.0,
2019-11-27,89641525.0589222,,1513433741.15035
2019-11-29,,543960.0,
2019-12-01,89641525.0589222,,410180206.361161
2019-12-03,,565368.0,
2019-12-05,93386357.4980277,,829793365.229581
2019-12-07,,465570.0,
2019-12-09,94736471.2539258,,984541456.77168
2019-12-11,,521113.0,
2019-12-13,97296916.4229509,,910737705.988904
2019-12-15,,434034.0,
2019-12-17,90255692.208132,,1699726138.74945
2019-12-19,,539310.0,
2019-12-21,113287340.369223,,484021776.662792
2019-12-24,,493086.0,
2019-12-25,82390792.9957983,,863528900.789981
2019-12-28,,490465.0,
2019-12-29,99770100.8933494,,381265550.855148
2020-01-01,,389706.0,
2020-01-02,96717718.3123778,,692062815.85965
2020-01-05,,459065.0,
2020-01-06,92602070.7246171,,962060777.656326
2020-01-09,,553318.0,
2020-01-10,102205248.429392,,1280612805.31253
2020-01-13,,501600.0,
2020-01-14,99607271.2200415,,2900956206.90936
2020-01-17,,562153.0,
2020-01-18,96958912.29362,,691951125.418206
2020-01-21,,544525.0,
2020-01-22,114587805.437915,,1252987750.19963
2020-01-25,,461312.0,
2020-01-26,105038821.651422,,375372746.97924
2020-01-29,,573372.0,
2020-01-30,119936535.919975,,1703649922.19753
2020-02-02,,501222.0,
2020-02-03,113785944.334335,,3506998581.29517
2020-02-06,,552411.0,
2020-02-07,106866528.80049,,1803840353.46757
2020-02-10,,526825.0,
2020-02-11,114190850.876276,,2306736286.50665
2020-02-14,,564227.0,
2020-02-15,109742275.18922,,1109593958.57004
2020-02-18,,569291.0,
2020-02-19,108969442.265353,,1880304367.67908
2020-02-22,,525819.0,
2020-02-23,109742275.18922,,737289757.885203
2020-02-26,,588558.0,
2020-02-27,113169220.498612,,2025910515.26091
2020-03-01,,505885.0,
2020-03-02,114708937.784307,,1226689506.9734
2020-03-05,,603996.0,
2020-03-06,119328089.641393,,1586746058.90616
2020-03-09,,606002.0,
2020-03-10,108616241.391911,,1642231325.0775
2020-03-14,105324840.13761,517382.0,1169201200.62799
2020-03-18,82285031.3575081,476482.0,1087150158.46778
2020-03-22,104501989.824035,409829.0,707671399.167601
2020-03-26,112492821.358516,539881.0,982877529.995054
2020-03-30,101664512.290166,535787.0,1063117757.4694
2020-04-03,91290582.4646392,548300.0,996027773.773442
2020-04-07,116188014.045904,598670.0,1534435754.21386
2020-04-11,116308064.119463,474445.0,467888135.693746
2020-04-15,123623036.705593,612959.0,1009167505.32317
2020-04-19,111187583.309172,485888.0,458165164.115702
2020-04-23,112649865.245436,666919.0,1287058107.13864
2020-04-27,111856556.335257,629817.0,1244890678.78536
2020-05-01,111856556.335257,680654.0,1977433108.12039
2020-05-05,126294576.814336,652289.0,1158788354.57839
2020-05-09,108878107.851694,631542.0,1891310409.07318
2020-05-13,95268344.370232,619855.0,1840743652.80359
2020-05-17,81658580.8887703,495954.0,554234698.77281
2020-05-21,98579623.7035512,624412.0,1827598465.30696
2020-05-25,94064526.4346863,,2386079966.12279
2020-05-26,,605213.0,
2020-05-29,95569558.8576412,,1652605318.46225
2020-05-30,,556912.0,
2020-06-02,97074591.2805962,,2689299632.09421
2020-06-03,,646746.0,
2020-06-06,133797229.464477,,578237010.345349
2020-06-07,,487527.0,
2020-06-10,111952783.837623,,1185046064.64972
2020-06-11,,673800.0,
2020-06-14,116048617.392658,,459031700.888373
2020-06-15,,606713.0,
2020-06-18,97298323.0370428,,1191197355.42604
2020-06-19,,674050.0,
2020-06-22,112206937.050783,,1369587319.75579
2020-06-23,,704215.0,
2020-06-26,128684878.855444,,1982165061.32764
2020-06-27,,546558.0,
2020-06-30,115344676.145677,,964046737.852914
2020-07-01,,758469.0,
2020-07-04,123188120.488637,,598371117.138459
2020-07-05,,509206.0,
2020-07-08,118480294.227925,,1582500913.17443
2020-07-09,,708162.0,
2020-07-12,119264931.938044,,481367498.713169
2020-07-13,,638906.0,
2020-07-16,117268964.179098,,1266988570.14269
2020-07-17,,629600.0,
2020-07-20,121580323.15627,,1056788376.71222
2020-07-21,,660884.0,
2020-07-24,138825759.064961,,1581504621.43281
2020-07-25,,619497.0,
2020-07-28,121437040.395232,,2732598812.18318
2020-07-29,,717842.0,
2020-08-01,114737065.752737,,1282524246.37756
2020-08-02,,616214.0,
2020-08-05,108037091.110241,,1382305624.12346
2020-08-06,,762479.0,
2020-08-09,130649505.528664,,819746332.084762
2020-08-10,,683507.0,
2020-08-13,123844534.076575,,1705063980.69705
2020-08-14,,755913.0,
2020-08-17,105309977.956271,,2046439654.49524
2020-08-18,,739835.0,
2020-08-21,130584372.66577661,,1516606230.5688822
2020-08-22,,649053.0,
2020-08-25,111720008.69546376,,1571905464.0375934
2020-08-26,,696908.0,
2020-08-29,127430634.91826336,,936108106.0835737
2020-08-30,,555079.0,
2020-09-02,125685009.78239675,,2108369094.4854293
2020-09-03,,691592.0,
2020-09-06,130921885.1899966,,942632672.8111798
2020-09-07,,672721.0,
2020-09-10,136239328.01257572,,1510201425.9578102
2020-09-11,,677215.0,
2020-09-14,151760264.11527425,,1641329657.9907258
2020-09-15,,718787.0,
2020-09-18,142275247.6080696,,1937356456.84136
2020-09-19,,624125.0,
2020-09-22,123857644.31701957,,1620744900.8434787
2020-09-23,,733591.0,
2020-09-26,144020516.64769718,,794309819.7184452
2020-09-27,,538619.0,
2020-09-30,149781337.3136051,,1561125507.1341772
2020-10-01,,679937.0,
2020-10-04,151592064.050859,,634742572.527444
2020-10-05,,635097.0,
2020-10-08,155408725.01316798,,1564119346.8517392
2020-10-09,,714645.0,
2020-10-12,142937654.4874199,,1519550414.7656412
2020-10-13,,732250.0,
2020-10-16,148693533.1916113,,1735871118.0383928
2020-10-17,,586741.0,
2020-10-20,143146506.838782,,1656442476.473881
2020-10-21,,687152.0,
2020-10-24,151099090.55204767,,1019815578.520192
2020-10-25,,547380.0,
2020-10-28,99407296.41582084,,2517314639.707993
2020-10-29,,652778.0,
2020-11-01,124259120.51977606,,1188080329.7413285
2020-11-02,,543348.0,
2020-11-05,122675182.48120748,,5149644713.046795
2020-11-06,,756129.0,
2020-11-09,154387134.41512507,,2728063355.8702464
2020-11-10,,684892.0,
2020-11-13,115998982.07406694,,2656697442.1882963
2020-11-14,,613373.0,
2020-11-17,137334450.8705656,,3117390382.4550147
2020-11-18,,807705.0,
2020-11-21,147831351.5740483,,2261632554.633789
2020-11-22,,587237.0,
2020-11-25,135584967.41998515,,3581534995.903928
2020-11-26,,736612.0,
2020-11-29,135399801.26976258,,1353406964.7056353
2020-11-30,,623554.0,
2020-12-03,149512250.29219317,,2744199631.0179462
2020-12-04,,729984.0,
2020-12-07,142846099.00528008,,2103990331.796725
2020-12-08,,737193.0,
2020-12-11,131418411.08485769,,2913875514.564554
2020-12-12,,654893.0,
2020-12-15,129933875.82961763,,3108771396.732216
2020-12-16,,751162.0,
2020-12-19,146639659.8648542,,2768897617.388285
2020-12-20,,638816.0,
2020-12-23,142927263.41257942,,6427851084.363599
2020-12-24,,639280.0,
2020-12-27,137358668.73416725,,4714768342.628513
2020-12-28,,717073.0,
2020-12-31,153482070.38176647,,5636631338.131147
2021-01-01,,609741.0,
2021-01-04,159954205.87979275,,7503147813.225784
2021-01-05,,845343.0,
2021-01-08,136839436.24398455,,8838843563.36015
2021-01-09,,760179.0,
2021-01-12,151611247.4016758,,7357383072.698131
2021-01-13,,772596.0,
2021-01-16,150586847.08139417,,2570302174.9651437
2021-01-17,,642730.0,
2021-01-20,144440445.1597046,,5094690667.83868
2021-01-21,,736588.0,
2021-01-24,143884925.38771522,,1966307038.6473134
2021-01-25,,732867.0,
2021-01-28,150095785.47639358,,4988231552.939995
2021-01-29,,888960.0,
2021-02-01,124217201.7735671,,4586348228.014149
2021-02-02,,865515.0,
2021-02-05,174939225.83110696,,6157892770.648826
2021-02-06,,795079.0,
2021-02-09,152367873.16992718,,10834628125.018213
2021-02-10,,861426.0,
2021-02-13,167285007.6061438,,3676762390.3643637
2021-02-14,,698818.0,
2021-02-17,147040325.15699264,,7740989999.164483
2021-02-18,,820203.0,
2021-02-21,152267677.07260144,,7839947832.124444
2021-02-22,,761941.0,
2021-02-25,168466366.12287825,,8084434721.151986
2021-02-26,,817077.0,
2021-03-01,140388638.43573186,,5867267655.439818
2021-03-02,,810035.0,
2021-03-05,160906977.89941573,,8571816585.961295
2021-03-06,,677322.0,
2021-03-09,149267953.88308737,,7267886049.152834
2021-03-10,,833186.0,
2021-03-13,152466552.89486787,,6252538514.7425
2021-03-14,,736008.0,
2021-03-17,145003155.2007135,,6410069887.531584
2021-03-18,,885634.0,
2021-03-21,169563074.61598912,,3654267039.161541
2021-03-22,,781908.0,
2021-03-25,167389189.0439892,,7475059268.080135
2021-03-26,,790548.0,
2021-03-29,164128360.68598944,,6604751298.088798
2021-03-30,,826466.0,
2021-04-02,160517766.38346806,,6501984723.386886
2021-04-03,,704293.0,
2021-04-06,165624244.467784,,11383898953.539917
2021-04-07,,860993.0,
2021-04-10,180576433.20445892,,6092856977.739401
2021-04-11,,653736.0,
2021-04-14,155272729.1885475,,9467805074.32664
2021-04-15,,952400.0,
2021-04-18,145361065.33971703,,11856647360.954725
2021-04-19,,674744.0,
2021-04-22,167634131.8030608,,8500130355.892971
2021-04-23,,794322.0,
2021-04-26,133638398.78006244,,6987267570.035969
2021-04-27,,748381.0,
2021-04-30,169978665.11499172,,8038587266.254536
2021-05-01,,677778.0,
2021-05-04,185429301.3867602,,7698193443.310121
2021-05-05,,808208.0,
2021-05-08,175184588.60296133,,4620961715.6818495
2021-05-09,,690253.0,
2021-05-12,176209059.88134116,,12953414263.347263
2021-05-13,,806882.0,
2021-05-16,164348929.98192218,,5725518842.773768
2021-05-17,,684281.0,
2021-05-20,139447576.95435822,,12059107969.11172
2021-05-21,,695822.0,
2021-05-24,156878524.07365298,,7207897767.577337
2021-05-25,,640506.0,
2021-05-28,148163050.51400563,,5453824455.071646
2021-05-29,,537305.0,
2021-06-01,148572947.38247102,,5421714885.342989
2021-06-02,,663855.0,
2021-06-05,137063775.4021388,,2192085664.632768
2021-06-06,,467665.0,
2021-06-09,131832333.59289683,,4061991299.6894774
2021-06-10,,679752.0,
2021-06-13,136724465.12868512,,1539743948.2780533
2021-06-14,,624698.0,
2021-06-17,128812374.13671976,,3458321392.277408
2021-06-18,,567037.0,
2021-06-21,104040763.72581212,,4751842584.489068
2021-06-22,,550948.0,
2021-06-25,108995085.80799364,,4356792800.442628
2021-06-26,,490112.0,
2021-06-29,89177797.47926754,,3300219147.3776546
2021-06-30,,567655.0,
2021-07-03,98706076.21227616,,1526282960.7179453
2021-07-04,,467442.0,
2021-07-07,87820755.10899657,,2415077701.787478
2021-07-08,,580441.0,
2021-07-11,89248734.86686642,,1361224001.4296572
2021-07-12,,560833.0,
2021-07-15,91390704.50367121,,3546057522.319202
2021-07-16,,552751.0,
2021-07-19,115543619.13247934,,2991573664.253314
2021-07-20,,571829.0,
2021-07-23,91755226.95814537,,2519917919.132724
2021-07-24,,497255.0,
2021-07-27,115543619.13247934,,7345558779.508659
2021-07-28,,605433.0,
2021-07-31,112465862.12588961,,1924780316.6358085
2021-08-01,,474430.0,
2021-08-04,98004603.29610927,,4094514095.0958066
2021-08-05,,614597.0,
2021-08-08,113858289.12342106,,2863365745.2230344
2021-08-09,,611235.0,
2021-08-12,108813934.5420037,,3433253898.4565864
2021-08-13,,639596.0,
2021-08-16,124500915.70761941,,4336625433.375353
2021-08-17,,618951.0,
2021-08-20,123727618.0945286,,5683508929.504638
2021-08-21,,555440.0,
2021-08-24,119087832.41598378,,4160097929.5734167
2021-08-25,,636566.0,
2021-08-28,123466373.91035247,,1828986483.5579357
2021-08-29,,474721.0,
2021-09-01,119963781.7426829,,5449363613.813484
2021-09-02,,714181.0,
2021-09-05,143606278.8744525,,1996712056.7162685
2021-09-06,,627019.0,
2021-09-09,125412870.36132078,,5369011441.333743
2021-09-10,,640477.0,
2021-09-13,145552163.4120438,,4380249885.695589
2021-09-14,,646621.0,
2021-09-17,134567094.4752858,,3314093143.0119085
2021-09-18,,561878.0,
2021-09-21,113928907.44351819,,3816937965.8233886
2021-09-22,,645903.0,
2021-09-25,135990412.4848306,,1498517647.7164574
2021-09-26,,494512.0,
2021-09-29,122769122.38213871,,3012885641.9155345
2021-09-30,,706763.0,
2021-10-03,141656679.6716985,,1994398643.2795122
2021-10-04,,650133.0,
2021-10-07,139433297.2697835,,7063813953.370817
2021-10-08,,689788.0,
2021-10-11,144377740.43537864,,5135609835.395792
2021-10-12,,673664.0,
2021-10-15,139433297.2697835,,8109890836.895517
2021-10-16,,674026.0,
2021-10-19,154737198.72913387,,7660166168.948563
2021-10-20,,713105.0,
2021-10-23,144754153.64983496,,2756385871.7599506
2021-10-24,,554996.0,
2021-10-27,156733807.7449937,,6142467781.29035
2021-10-28,,749957.0,
2021-10-31,140175299.14944655,,3075083985.1806726
2021-11-01,,732119.0,
2021-11-04,153966937.6477702,,4812348605.691654
2021-11-05,,721315.0,
2021-11-08,145353402.67446837,,7868335326.849565
2021-11-09,,796734.0,
2021-11-12,152890245.77610743,,6291969519.770697
2021-11-13,,628022.0,
2021-11-16,169070703.34607086,,10498129183.520773
2021-11-17,,708703.0,
2021-11-20,163435013.23453516,,2884513913.260687
2021-11-21,,586185.0,
2021-11-24,176960669.50222084,,5700109165.167301
2021-11-25,,741152.0,
2021-11-28,155225116.619112,,1876057612.1335888
2021-11-29,,727580.0,
2021-12-02,172098304.91522342,,7681001473.682921
2021-12-03,,738749.0,
2021-12-06,190973602.87366727,,7568392055.448132
2021-12-07,,725368.0,
2021-12-10,173208616.55983782,,4646748174.122106
2021-12-11,,599422.0,
2021-12-14,178007627.4567432,,
2021-12-15,,707659.0,3686557930.097905
2021-12-18,153952542.66529143,,
2021-12-19,,557914.0,1192663841.0107796
2021-12-22,178007627.4567432,,
2021-12-23,,744101.0,
2021-12-25,,,5400013382.068076
2021-12-26,161682278.52670813,,
2021-12-27,,674082.0,
2021-12-29,,,6252375351.267551
2021-12-30,143583516.00506175,,
2021-12-31,,703405.0,
2022-01-02,,,1452133098.9064906
2022-01-03,168921783.5353667,,
2022-01-04,,680570.0,
2022-01-06,,,6001701242.969663
2022-01-07,168921783.5353667,,
2022-01-08,,591014.0,
2022-01-10,,,4284557316.178955
2022-01-11,191422128.4364691,,
2022-01-12,,679922.0,
2022-01-14,,,4033611360.8800573
2022-01-15,201114388.10413846,,
2022-01-16,,569876.0,
2022-01-18,,,3467788987.631183
2022-01-19,209595115.3133491,,
2022-01-20,,683613.0,
2022-01-22,,,5255522709.505004
2022-01-23,186746029.1281284,,
2022-01-24,,668850.0,
2022-01-26,,,4724487375.564173
2022-01-27,173501629.89918315,,
2022-01-28,,680599.0,
2022-01-30,,,6463007675.5186
2022-01-31,189394908.97391748,,
2022-02-01,,687763.0,
2022-02-03,,,3817962311.6168633
2022-02-04,172445464.54596007,,
2022-02-05,,673249.0,
2022-02-07,,,5383799346.894287
2022-02-08,204326154.12338364,,
2022-02-09,,663348.0,
2022-02-11,,,6311800630.988444
2022-02-12,248110330.00696588,,
2022-02-13,,590527.0,
2022-02-15,,,5996275894.199901
2022-02-16,206979740.54057044,,
2022-02-17,,665429.0,
2022-02-19,,,1623004423.9240785
2022-02-20,200196675.81507933,,
2022-02-21,,615656.0,
2022-02-23,,,3017861449.2149425
2022-02-24,183513619.49715608,,
2022-02-25,,687447.0,
2022-02-27,,,1844114530.6029348
2022-02-28,214099222.7466821,,
2022-03-01,,722863.0,
2022-03-03,,,4573611315.379651
2022-03-04,190365286.64550212,,
2022-03-05,,594977.0,
2022-03-07,,,4567257671.422741
2022-03-08,202691096.5721893,,
2022-03-09,,702360.0,
2022-03-11,,,5267029596.149032
2022-03-12,213647372.0625779,,
2022-03-13,,554544.0,
2022-03-15,,,3536984794.9247446
2022-03-16,212277837.6262793,,
2022-03-17,,743399.0,
2022-03-19,,,2228834886.153519
2022-03-20,210160951.25482893,,
2022-03-21,,663684.0,
2022-03-23,,,3963031462.550204
2022-03-24,195149454.73662692,,
2022-03-25,,752938.0,
2022-03-27,,,4081241680.3127346
2022-03-28,216984358.7631026,,
2022-03-29,,706611.0,
2022-03-31,,,7725089743.2688265
2022-04-01,200371606.28467658,,
2022-04-02,,660755.0,
2022-04-04,,,4927607024.269423
2022-04-05,206055907.17218518,,
2022-04-06,,666088.0,
2022-04-08,,,3214336086.8389087
2022-04-09,217424508.94720227,,
2022-04-10,,551596.0,
2022-04-12,,,3550344586.310289
2022-04-13,198950531.06279945,,
2022-04-14,,673582.0,
2022-04-16,,,1777062284.0750253
2022-04-17,231514552.3256366,,
2022-04-18,,631282.0,
2022-04-20,,,5390335872.441646
2022-04-21,237127026.3214096,,
2022-04-22,,671463.0,
2022-04-24,,,1742817144.3961654
2022-04-25,227305196.82880685,,
2022-04-26,,689345.0,
2022-04-28,,,4742383660.078528
2022-04-29,222163205.20796743,,
2022-04-30,,684282.0,
2022-05-02,,,4705106674.739815
2022-05-03,222163205.20796743,,
2022-05-04,,615048.0,
2022-05-06,,,6460559731.289358
2022-05-07,211795588.96492898,,
2022-05-08,,597305.0,
2022-05-10,,,10996659378.460312
2022-05-11,225257597.8912952,,
2022-05-12,,730516.0,
2022-05-14,,,4499178550.730882
2022-05-15,189527082.3637104,,
2022-05-16,,663779.0,
2022-05-18,,,4686908961.0082655
2022-05-19,189527082.3637104,,
2022-05-20,,668605.0,
2022-05-22,,,1693623105.0447593
2022-05-23,248560108.0179809,,
2022-05-24,,600094.0,
2022-05-26,,,4044772416.690988
2022-05-27,205096744.96660265,,
2022-05-28,,576357.0,
2022-05-30,,,3565732409.560262
2022-05-31,216986411.34147817,,
2022-06-01,,683372.0,
2022-06-03,,,4251283075.0981903
2022-06-04,206582953.2634621,,
2022-06-05,,538083.0,
2022-06-07,,,4259209247.746276
2022-06-08,266405768.7361438,,
2022-06-09,,661923.0,
2022-06-11,,,2694837263.3840175
2022-06-12,191184617.31646615,,
2022-06-13,,708381.0,
2022-06-15,,,9897143640.083742
2022-06-16,179141491.81621632,,
2022-06-17,,663831.0,
2022-06-19,,,3068667429.006106
2022-06-20,198711570.75412232,,
2022-06-21,,647716.0,
2022-06-23,,,3082609509.484813
2022-06-24,189622396.21199957,,
2022-06-25,,557791.0,
2022-06-27,,,4634269413.105559
2022-06-28,214611394.16241816,,
2022-06-29,,654949.0,
2022-07-01,,,4546355473.617748
2022-07-02,202851865.7151624,,
2022-07-03,,548190.0,
2022-07-05,,,2225404516.1830726
2022-07-06,186682514.1001857,,
2022-07-07,,691644.0,
2022-07-09,,,2217461123.425512
2022-07-10,221726603.8502846,,
2022-07-11,,590261.0,
2022-07-13,,,2383177233.7305536
2022-07-14,179699992.6629758,,
2022-07-15,,661194.0,
2022-07-17,,,1903059654.775057
2022-07-18,189844347.0874986,,
2022-07-19,,682638.0,
2022-07-21,,,6542475947.197538
2022-07-22,181711862.6387281,,
2022-07-23,,572761.0,
2022-07-25,,,2240841200.856595
2022-07-26,220256803.19845834,,
2022-07-27,,644191.0,
2022-07-29,,,3110903345.229869
2022-07-30,177582047.57875702,,
2022-07-31,,561055.0,
2022-08-02,,,2412379200.6057954
2022-08-03,199607727.89860287,,
2022-08-04,,695558.0,
2022-08-06,,,861842752.5742803
2022-08-07,222690688.3419183,,
2022-08-08,,652517.0,
2022-08-10,,,3582463514.5152545
2022-08-11,196079851.3702425,,
2022-08-12,,703328.0,
2022-08-14,,,982849307.8036118
2022-08-15,203082703.20489404,,
2022-08-16,,677726.0,
2022-08-18,,,2417721838.724551
2022-08-19,250867150.78611156,,
2022-08-20,,597278.0,
2022-08-22,,,2363547456.2653685
2022-08-23,242410954.69219768,,
2022-08-24,,649399.0,
2022-08-26,,,2261441431.608619
2022-08-27,204358072.2695853,,
2022-08-28,,547812.0,
2022-08-30,,,3088297716.030527
2022-08-31,219862688.89188153,,
2022-09-01,,685449.0,
2022-09-03,,,879894659.7350975
2022-09-04,258699436.01770127,,
2022-09-05,,628765.0,
2022-09-07,,,2541455673.941922
2022-09-08,195564454.60861945,,
2022-09-09,,753468.0,
2022-09-11,,,1050210815.9310844
2022-09-12,235601272.08754936,,
2022-09-13,,663498.0,
2022-09-15,,,2092789197.2823946
2022-09-16,203901883.4393143,,
2022-09-17,,641808.0,
2022-09-19,,,2970259317.4220386
2022-09-20,242133486.58418575,,
2022-09-21,,632611.0,
2022-09-23,,,2446313226.405114
2022-09-24,232575585.79796788,,
2022-09-25,,574037.0,
2022-09-27,,,3180479746.765458
2022-09-28,234283743.87934902,,
2022-09-29,,652313.0,
2022-10-01,,,1129631640.2910287
2022-10-02,244753784.95094424,,
2022-10-03,,656236.0,
2022-10-05,,,2788889389.9968886
2022-10-06,247871667.56178424,,
2022-10-07,,675013.0,
2022-10-09,,,700741117.6826907
2022-10-10,281762541.4868823,,
2022-10-11,,635320.0,
2022-10-13,,,2403635798.2811112
2022-10-14,276154660.02324307,,
2022-10-15,,612380.0,
2022-10-17,,,2043650927.987136
2022-10-18,251371549.5083366,,
2022-10-19,,612805.0,
2022-10-21,,,1556397811.0604718
2022-10-22,240750216.43051958,,
2022-10-23,,582380.0,
2022-10-25,,,2029922329.8604708
2022-10-26,283822315.2658024,,
2022-10-27,,648360.0,
2022-10-29,,,1370810442.8355875
2022-10-30,247200081.03795698,,
2022-10-31,,667561.0,
2022-11-02,,,2385280093.312358
2022-11-03,300302320.6683329,,
2022-11-04,,689430.0,
2022-11-06,,,1500762814.556163
2022-11-07,263186945.48747677,,
2022-11-08,,719305.0,
2022-11-10,,,5450942995.332227
2022-11-11,244879481.2695022,,
2022-11-12,,677645.0,
2022-11-14,,,4115043713.8673615
2022-11-15,283256116.39382714,,
2022-11-16,,670368.0,
