Date,HashRate,ActiveAddresses,TxVolumeUSD
2022-11-18,,,6403239141.743098
2022-11-19,268636445.8702748,,
2022-11-20,,595776.0,
2022-11-22,,,2641080662.9541574
2022-11-23,258991482.2471786,,
2022-11-24,,642832.0,
2022-11-26,,,1207868138.6460793
2022-11-27,249807387.13203046,,
2022-11-28,,630827.0,
2022-11-30,,,2125827290.735983
2022-12-01,281033310.52353424,,
2022-12-02,,686664.0,
2022-12-04,,,808868574.8486406
2022-12-05,268175577.36232677,,
2022-12-06,,637825.0,
2022-12-08,,,1933366648.3883827
2022-12-09,258748833.58216918,,
2022-12-10,,617455.0,
2022-12-12,,,1766437843.065244
2022-12-13,280878668.0332757,,
2022-12-14,,673994.0,
2022-12-16,,,2247197492.0637503
2022-12-17,234916704.1732852,,
2022-12-18,,559608.0,
2022-12-20,,,2059242011.6362782
2022-12-21,251387886.90897432,,
2022-12-22,,665463.0,
2022-12-24,,,1026982505.2744995
2022-12-25,247871972.40675086,,
2022-12-26,,548937.0,
2022-12-28,,,1926197296.2123392
2022-12-29,247871972.40675086,,
2022-12-30,,726125.0,
2023-01-01,,,960387891.2186182
2023-01-02,274241331.1734265,,
2023-01-03,,645565.0,
2023-01-05,,,2113239373.4579191
2023-01-06,305064103.23047346,,
2023-01-07,,601071.0,
2023-01-09,,,1764693546.2864401
2023-01-10,286421296.9219445,,
2023-01-11,,661284.0,
2023-01-13,,,2463264992.3621755
2023-01-14,289810898.0689498,,
2023-01-15,,605147.0,
2023-01-17,,,2680237409.611653
2023-01-18,261608422.14007932,,
2023-01-19,,684950.0,
2023-01-21,,,2449265693.2777076
2023-01-22,282163369.59394276,,
2023-01-23,,651866.0,
2023-01-25,,,2989378581.9675274
2023-01-26,289637895.9408021,,
2023-01-27,,699439.0,
2023-01-29,,,1006418714.940687
2023-01-30,269948142.5149194,,
2023-01-31,,709466.0,
2023-02-02,,,2350568892.687534
2023-02-03,260167412.7136542,,
2023-02-04,,691143.0,
2023-02-06,,,1897844366.3147411
2023-02-07,277772726.3559315,,
2023-02-08,,682912.0,
2023-02-10,,,2821715858.049523
2023-02-11,291465748.0777028,,
2023-02-12,,617837.0,
2023-02-14,,,2556253417.1765366
2023-02-15,317275458.3617154,,
2023-02-16,,759215.0,
2023-02-18,,,1377296531.3723257
2023-02-19,315328983.1570423,,
2023-02-20,,615969.0,
2023-02-22,,,2537535479.447003
2023-02-23,332847259.9991002,,
2023-02-24,,695824.0,
2023-02-26,,,829030192.9549239
2023-02-27,299630548.4861114,,
2023-02-28,,731797.0,
2023-03-02,,,2086533468.9466226
2023-03-03,359556658.1833338,,
2023-03-04,,678996.0,
2023-03-06,,,2174309951.733324
2023-03-07,353136003.57291716,,
2023-03-08,,656385.0,
2023-03-10,,,3145620928.4517913
2023-03-11,357219695.9219277,,
2023-03-12,,621363.0,
2023-03-14,,,5174879852.243775
2023-03-15,318250274.5486265,,
2023-03-16,,687640.0,
2023-03-18,,,2228054547.197853
2023-03-19,320415242.4026988,,
2023-03-20,,725399.0,
2023-03-22,,,4085982036.0350213
2023-03-23,398152679.74955547,,
2023-03-24,,683787.0,
2023-03-26,,,984037172.6584415
2023-03-27,344632512.6727259,,
2023-03-28,,684623.0,
2023-03-30,,,5441832858.287578
2023-03-31,328332326.2625294,,
2023-04-01,,702374.0,
2023-04-03,,,2427314471.3794074
2023-04-04,377232885.49311894,,
2023-04-05,,719774.0,
2023-04-07,,,1658809071.6178896
2023-04-08,349935510.5526316,,
2023-04-09,,570129.0,
2023-04-11,,,5538417633.702715
2023-04-12,380882188.3566059,,
2023-04-13,,720191.0,
2023-04-15,,,1462605812.374483
2023-04-16,295183695.97636956,,
2023-04-17,,665181.0,
2023-04-19,,,2806672447.3950105
2023-04-20,319313867.4340018,,
2023-04-21,,771581.0,
2023-04-23,,,1135637672.6980305
2023-04-24,341432463.6274834,,
2023-04-25,,663868.0,
2023-04-27,,,2759095405.121972
2023-04-28,355961504.6329083,,
2023-04-29,,628996.0,
2023-05-01,,,2578412163.433788
2023-05-02,312374381.6166337,,
2023-05-03,,728440.0,
2023-05-05,,,2510385337.6027164
2023-05-06,355568840.1119249,,
2023-05-07,,482095.0,
2023-05-09,,,2281077965.487694
2023-05-10,405682569.25521636,,
2023-05-11,,596717.0,
2023-05-13,,,991289460.9544855
2023-05-14,415228041.47298616,,
2023-05-15,,579485.0,
2023-05-17,,,2465971974.3540215
2023-05-18,344768089.144806,,
2023-05-19,,664491.0,
2023-05-21,,,791504500.9000938
2023-05-22,354690591.1309403,,
2023-05-23,,636984.0,
2023-05-25,,,3373192745.053606
2023-05-26,376858753.07662404,,
2023-05-27,,672783.0,
2023-05-29,,,2564600223.940437
2023-05-30,379321882.1817001,,
2023-05-31,,709100.0,
2023-06-02,,,3105301689.675224
2023-06-03,331093463.8956832,,
2023-06-04,,588801.0,
2023-06-06,,,3081878129.935029
2023-06-07,343827827.89167106,,
2023-06-08,,682296.0,
2023-06-10,,,2299022634.963496
2023-06-11,415140266.2692028,,
2023-06-12,,617352.0,
2023-06-14,,,3287955132.691958
2023-06-15,385148460.1631553,,
2023-06-16,,765014.0,
2023-06-18,,,1950479880.7942493
2023-06-19,369534333.3997841,,
2023-06-20,,746599.0,
2023-06-22,,,4476871257.393661
2023-06-23,325294307.5702325,,
2023-06-24,,683837.0,
2023-06-26,,,3515517320.6694574
2023-06-27,364329624.47866035,,
2023-06-28,,627350.0,
2023-06-30,,,5253587194.577619
2023-07-01,334845664.7949681,,
2023-07-02,,534333.0,
2023-07-04,,,3086147729.6531544
2023-07-05,390233669.4978951,,
2023-07-06,,709055.0,
2023-07-08,,,1730543820.382496
2023-07-09,425480581.581576,,
2023-07-10,,679425.0,
2023-07-12,,,3887422552.2014422
2023-07-13,321592673.51184636,,
2023-07-14,,760021.0,
2023-07-17,364471696.6467593,,3277687845.728592
2023-07-18,,775244.0,
2023-07-21,300153161.94439,,3344069486.298063
2023-07-22,,556589.0,
2023-07-25,369831574.5386234,,2621711162.0469837
2023-07-26,,737067.0,
2023-07-29,343365594.25571066,,1601998854.3885682
2023-07-30,,800500.0,
2023-08-02,400593193.2983291,,3452200381.968956
2023-08-03,,716303.0,
2023-08-06,426605738.3177011,,1225095930.1023917
2023-08-07,,676210.0,
2023-08-10,330756213.4390739,,3177865892.3686566
2023-08-11,,733810.0,
2023-08-14,445348917.3077294,,3301793396.5727725
2023-08-15,,786113.0,
2023-08-18,362008769.0396163,,3939445599.5442023
2023-08-19,,628343.0,
2023-08-22,380936887.22817194,,2805355085.877931
2023-08-23,,652036.0,
2023-08-26,378799106.9943814,,1073303915.6180044
2023-08-27,,606069.0,
2023-08-30,348384580.1554164,,3567436419.2072315
2023-08-31,,742110.0,
2023-09-03,436863203.68695074,,1051592645.0544313
2023-09-04,,730142.0,
2023-09-07,393005453.9397736,,2196838787.047706
2023-09-08,,694292.0,
2023-09-11,427999090.2494795,,2325306660.6254573
2023-09-12,,784703.0,
2023-09-15,506061817.40190023,,2619179658.315388
2023-09-16,,876224.0,
2023-09-19,385677556.7313763,,2555774449.0871058
2023-09-20,,823616.0,
2023-09-23,442953295.78705144,,1538409212.8550396
2023-09-24,,685778.0,
2023-09-27,445792739.99081457,,2596845119.6675167
2023-09-28,,639899.0,
2023-10-01,400361632.7306042,,1345571689.3055787
2023-10-02,,691873.0,
2023-10-05,401774935.7811363,,2623391572.8526564
2023-10-06,,679001.0,
2023-10-09,444516950.225938,,2158065358.8911233
2023-10-10,,629505.0,
2023-10-13,393226532.892176,,2421619646.7398853
2023-10-14,,612783.0,
2023-10-17,491483968.444345,,4274499054.430531
2023-10-18,,613906.0,
2023-10-21,455077748.5595787,,1723876211.3422394
2023-10-22,,577606.0,
2023-10-25,436874638.6171956,,5410058415.255335
2023-10-26,,778594.0,
2023-10-29,415637677.0177486,,1726351388.5867956
2023-10-30,,779588.0,
2023-11-02,447130946.6720681,,4431468530.768458
2023-11-03,,789502.0,
2023-11-06,394344654.35661566,,3548525600.407826
2023-11-07,,737771.0,
2023-11-10,478181706.85762835,,5561958753.50992
2023-11-11,,894325.0,
2023-11-14,443696225.37862045,,
2023-11-15,,770577.0,4102614220.8767323
2023-11-18,479063315.80735093,,
2023-11-19,,806772.0,1523180186.5402942
2023-11-22,456556985.5345224,,
2023-11-23,,771284.0,3787901261.3864956
2023-11-26,492891191.48160595,,
2023-11-27,,759608.0,5524499401.188489
2023-11-30,452678810.6117344,,
2023-12-01,,844580.0,5505329810.390505
2023-12-04,523621012.2747674,,
2023-12-05,,674260.0,7424874757.09328
2023-12-08,456057010.69092655,,
2023-12-09,,739198.0,3136020521.05905
2023-12-12,481794448.2864064,,
2023-12-13,,617899.0,3795478024.164756
2023-12-16,508560806.52454,,
2023-12-17,,570690.0,2288390935.236568
2023-12-20,485140243.06617314,,
2023-12-21,,699086.0,4308624956.614696
2023-12-24,612085087.5512694,,
2023-12-25,,572121.0,2721717821.8728905
2023-12-28,433112839.72926086,,
2023-12-29,,703116.0,7532430670.960343
2024-01-01,554813968.2482265,,
2024-01-02,,550846.0,6587808088.354585
2024-01-05,493963403.98874366,,
2024-01-06,,572161.0,3514058610.2708097
2024-01-09,553078468.1633366,,
2024-01-10,,605995.0,8570243218.40498
2024-01-13,578549187.0919114,,
2024-01-14,,616604.0,2706190809.4012694
2024-01-17,440279570.0510773,,
2024-01-18,,678147.0,9254871867.189322
2024-01-21,489551347.763542,,
2024-01-22,,620801.0,9388167044.048624
2024-01-25,632919956.7514365,,
2024-01-26,,683719.0,9756330736.025513
2024-01-29,545500073.2222326,,
2024-01-30,,687547.0,10414364856.193766
2024-02-02,676117474.0216229,,
2024-02-03,,668270.0,1974959185.658117
2024-02-06,638049611.833403,,
2024-02-07,,640781.0,5843028458.963722
2024-02-10,570491417.639278,,
2024-02-11,,558692.0,3435220649.64012
2024-02-14,521699388.49907666,,
2024-02-15,,612859.0,9535567173.690292
2024-02-18,491572989.4556458,,
2024-02-19,,617452.0,4823413490.972352
2024-02-22,548449203.1116709,,
2024-02-23,,679759.0,7894519042.487277
2024-02-26,540324029.7322387,,
2024-02-27,,674490.0,12309674248.943565
2024-03-01,608054004.3789,,
2024-03-02,,623680.0,3495344246.4389367
2024-03-05,658743347.9554589,,
2024-03-06,,681667.0,19598765884.1782
2024-03-09,642965064.1720946,,
2024-03-10,,627815.0,5757164174.643835
2024-03-13,631131351.3345715,,
2024-03-14,,663447.0,16402381871.931147
2024-03-17,609268716.2671757,,
2024-03-18,,673489.0,11933590441.311108
2024-03-21,500768807.8908293,,
2024-03-22,,679058.0,12407695913.88318
2024-03-25,550845688.6799122,,
2024-03-26,,648004.0,15441122467.654274
2024-03-29,595046224.9834774,,
2024-03-30,,614851.0,4899663871.94741
2024-04-02,611575286.7885739,,
2024-04-03,,714141.0,11542956859.303852
2024-04-06,640501144.9474928,,
2024-04-07,,652726.0,5011808062.969637
2024-04-10,626404079.729565,,
2024-04-11,,631803.0,8561053017.120058
2024-04-14,674220573.4624075,,
2024-04-15,,666015.0,11559341313.326015
2024-04-18,622687790.7773827,,
2024-04-19,,727141.0,9479933431.70449
2024-04-22,652748580.6769805,,
2024-04-23,,441797.0,7265789225.50074
2024-04-26,578118168.6740619,,
2024-04-27,,673970.0,3253300158.0688977
2024-04-30,617535316.5382024,,
2024-05-01,,587665.0,8725783357.945253
2024-05-04,617535316.5382024,,
2024-05-05,,429326.0,1613446518.3047206
2024-05-08,556219753.1939834,,
2024-05-09,,513026.0,4649344428.186168
2024-05-12,545599184.5546882,,
2024-05-13,,466123.0,5759327016.077168
2024-05-16,586932456.1118613,,
2024-05-17,,514199.0,7835288947.482639
2024-05-20,644799036.2919042,,
2024-05-21,,508542.0,11045188897.642183
2024-05-24,671140034.7624127,,
2024-05-25,,465497.0,2016644986.3119543
2024-05-28,562079779.1135205,,
2024-05-29,,449070.0,6388638321.04567
2024-06-01,591442155.634376,,
2024-06-02,,393004.0,1639206773.6388125
2024-06-05,515938901.7236049,,
2024-06-06,,476121.0,7566456857.2989645
2024-06-09,636721355.302943,,
2024-06-10,,473053.0,7071634843.4280405
2024-06-13,603428735.4178218,,
2024-06-14,,475827.0,7752072910.629316
2024-06-17,582620847.9896209,,
2024-06-18,,484883.0,8142461537.978515
2024-06-21,582332779.002438,,
2024-06-22,,456727.0,5441303997.531913
2024-06-25,515780461.4021594,,
2024-06-26,,476277.0,6539916736.601309
2024-06-29,653044616.4527341,,
2024-06-30,,465981.0,
2024-07-01,,,7238212215.877723
2024-07-03,603130378.2525251,,
2024-07-04,,487582.0,
2024-07-05,,,17072634339.062922
2024-07-07,557193590.72128,,
2024-07-08,,534832.0,
2024-07-09,,,7917211325.057808
2024-07-11,553241863.127512,,
2024-07-12,,486027.0,
2024-07-13,,,2761173151.654501
2024-07-15,604614321.8464954,,
2024-07-16,,492843.0,
2024-07-17,,,7739487792.722873
2024-07-19,599556361.5235602,,
2024-07-20,,444989.0,
2024-07-21,,,2500846849.1716294
2024-07-23,689285885.0168821,,
2024-07-24,,484767.0,
2024-07-25,,,7867610940.380128
2024-07-27,628106664.4532535,,
2024-07-28,,431944.0,
2024-07-29,,,9902659739.016802
2024-07-31,613215974.0238556,,
2024-08-01,,550192.0,
2024-08-02,,,9809266028.523855
2024-08-04,644509048.8165007,,
2024-08-05,,572484.0,
2024-08-06,,,6808433062.101782
2024-08-08,581410260.8204794,,
2024-08-09,,505594.0,
2024-08-10,,,3834508484.859348
2024-08-12,617466711.1039201,,
2024-08-13,,499256.0,
2024-08-14,,,6988791297.667786
2024-08-16,613213426.3989986,,
2024-08-17,,468048.0,
2024-08-18,,,1842005986.3217332
2024-08-20,647760661.689083,,
2024-08-21,,528523.0,
2024-08-22,,,5779831062.841158
2024-08-24,660715874.9228647,,
2024-08-25,,410926.0,
2024-08-26,,,6102368262.378635
2024-08-28,703794017.3679069,,
2024-08-29,,537264.0,
2024-08-30,,,7346359988.724018
2024-09-01,631567802.399059,,
2024-09-02,,497761.0,
2024-09-03,,,6012689752.026111
2024-09-05,689387389.9426349,,
2024-09-06,,541499.0,
2024-09-07,,,1519336722.3506465
2024-09-09,644910784.1398844,,
2024-09-10,,496236.0,
2024-09-11,,,4996530777.753266
2024-09-13,566627672.3067043,,
2024-09-14,,497081.0,
2024-09-15,,,1557392812.0248942
2024-09-17,691009356.4715909,,
2024-09-18,,503606.0,
2024-09-19,,,8246322622.468619
2024-09-21,621908420.8244318,,
2024-09-22,,439610.0,
2024-09-23,,,7000723222.757288
2024-09-25,657005311.2676694,,
2024-09-26,,515965.0,
2024-09-27,,,8554437526.620602
2024-09-29,681164035.1378452,,
2024-09-30,,513555.0,
2024-10-01,,,8154719864.648614
2024-10-03,694347855.1727712,,
2024-10-04,,553982.0,
2024-10-05,,,2730371658.884799
2024-10-07,681164035.1378452,,
2024-10-08,,556194.0,
2024-10-09,,,6720634380.632039
2024-10-11,640613423.0024583,,
2024-10-12,,440477.0,
2024-10-13,,,1597337887.2848842
2024-10-15,713826385.6313109,,
2024-10-16,,465015.0,
2024-10-17,,,8730955014.1011
2024-10-19,791615158.4244666,,
2024-10-20,,462770.0,
2024-10-21,,,8678261147.398464
2024-10-23,718143298.2753785,,
2024-10-24,,453818.0,
2024-10-25,,,8170259000.293865
2024-10-27,765702457.1015625,,
2024-10-28,,535356.0,
2024-10-29,,,14125800889.231539
2024-10-31,751434709.4537071,,
2024-11-01,,556938.0,
2024-11-02,,,2325736060.7382245
2024-11-04,720519107.2542773,,
2024-11-05,,548496.0,
2024-11-06,,,16624459226.55678
2024-11-08,717510664.7072663,,
2024-11-09,,502341.0,
2024-11-10,,,8805260115.054148
2024-11-12,737722232.7271894,,
2024-11-13,,636591.0,
2024-11-14,,,24187597707.2619
2024-11-16,793304044.7819778,,
2024-11-17,,518085.0,
2024-11-19,,,17907534161.0051
2024-11-20,747470602.2973549,,
2024-11-21,,666198.0,
2024-11-23,,,11273319452.938
2024-11-24,681367759.9173166,,
2024-11-25,,593158.0,
2024-11-27,,,12555140763.385523
2024-11-28,722046432.1511863,,
2024-11-29,,551876.0,
2024-12-01,,,4169328992.6346917
2024-12-02,649582756.2207783,,
2024-12-03,,613585.0,
2024-12-05,,,22269535612.85755
2024-12-06,702558736.3396405,,
2024-12-07,,523611.0,
2024-12-09,,,16893586741.251682
2024-12-10,795544451.4434165,,
2024-12-11,,617471.0,
2024-12-13,,,17652553064.867294
2024-12-14,821373816.7500207,,
2024-12-15,,540459.0,
2024-12-17,,,16038288677.469349
2024-12-18,776835370.7386113,,
2024-12-19,,634202.0,
2024-12-21,,,6882358327.448823
2024-12-22,836176961.5589218,,
2024-12-23,,528563.0,
2024-12-25,,,5466163116.674572
2024-12-26,706704399.7691535,,
2024-12-27,,568492.0,
2024-12-29,,,5228175703.420922
2024-12-30,867710155.9849901,,
2024-12-31,,545227.0,
2025-01-02,,,6110103532.896917
2025-01-03,774936114.1501169,,
2025-01-04,,514543.0,
2025-01-06,,,10720151138.280603
2025-01-07,731277741.5219413,,
2025-01-08,,545474.0,
2025-01-10,,,8226023524.658946
2025-01-11,753106927.8360293,,
2025-01-12,,478512.0,
2025-01-14,,,8476643246.566211
2025-01-15,763192579.4414012,,
2025-01-16,,552617.0,
2025-01-18,,,5389522873.899006
2025-01-19,823589114.5051093,,
2025-01-20,,611603.0,
2025-01-22,,,13577736341.160229
2025-01-23,746720797.1512991,,
2025-01-24,,555324.0,
2025-01-26,,,2783482751.6197257
2025-01-27,841602268.6110247,,
2025-01-28,,526610.0,
2025-01-30,,,7400448916.434272
2025-01-31,671743783.1087936,,
2025-02-01,,547939.0,
2025-02-03,,,18010195932.401714
2025-02-04,703987484.6980155,,
2025-02-05,,549668.0,
2025-02-07,,,8703519501.878572
2025-02-08,859832042.3792553,,
2025-02-09,,458209.0,
2025-02-11,,,9477085951.576164
2025-02-12,754813012.7554775,,
2025-02-13,,554664.0,
2025-02-15,,,2834188516.6755214
2025-02-16,856968157.3389257,,
2025-02-17,,481661.0,
2025-02-19,,,7977877909.42433
2025-02-20,737787155.324903,,
2025-02-21,,539520.0,
2025-02-23,,,4160757626.3135962
2025-02-24,714530229.8374169,,
2025-02-25,,593036.0,
2025-02-27,,,13035391292.900713
2025-02-28,857436275.8049003,,
2025-03-01,,537837.0,
2025-03-03,,,13059040343.29221
2025-03-04,802472411.9712528,,
2025-03-05,,553079.0,
2025-03-07,,,10112854701.343702
2025-03-08,753004934.5209701,,
2025-03-09,,468931.0,
2025-03-11,,,10558772838.912882
2025-03-12,852972260.0961236,,
2025-03-13,,548028.0,
2025-03-15,,,2025237248.2558634
2025-03-16,808372403.3590714,,
2025-03-17,,511394.0,
2025-03-19,,,7323070307.706748
2025-03-20,791647457.0826768,,
2025-03-21,,542213.0,
2025-03-23,,,1789474661.2639942
2025-03-24,870857131.0489082,,
2025-03-25,,537123.0,
2025-03-27,,,7526149332.700574
2025-03-28,870857131.0489082,,
2025-03-29,,491096.0,
2025-03-31,,,9821678609.988209
2025-04-01,763413718.7766403,,
2025-04-02,,561041.0,
2025-04-04,,,8780468949.850952
2025-04-05,948981343.907835,,
2025-04-06,,468285.0,
2025-04-08,,,7889160738.948145
2025-04-09,791264255.7881161,,
2025-04-10,,559681.0,
2025-04-12,,,3199768362.3695993
2025-04-13,1038911847.2943201,,
2025-04-14,,531419.0,
2025-04-16,,,9044954451.20895
2025-04-17,924148329.2792498,,
2025-04-18,,515292.0,
2025-04-20,,,2232630980.687477
2025-04-21,771877846.401681,,
2025-04-22,,569473.0,
2025-04-24,,,14035201954.66458
2025-04-25,882146110.1733494,,
2025-04-26,,486530.0,
2025-04-28,,,11534611913.428812
2025-04-29,894398139.4813126,,
2025-04-30,,558028.0,
2025-05-02,,,10365219305.55276
2025-05-03,999957994.4593519,,
2025-05-04,,446087.0,
2025-05-06,,,9692283136.625355
2025-05-07,894116485.453914,,
2025-05-08,,592201.0,
2025-05-10,,,3641552067.7514997
2025-05-11,882273882.9975705,,
2025-05-12,,532368.0,
2025-05-14,,,9186120404.981548
2025-05-15,864509979.3130558,,
2025-05-16,,539053.0,
2025-05-18,,,4277222751.359123
2025-05-19,852722089.09428,,
2025-05-20,,536030.0,
2025-05-22,,,16043204929.738068
2025-05-23,937389530.5646338,,
2025-05-24,,500617.0,
2025-05-26,,,9216183401.120417
2025-05-27,852722089.09428,,
2025-05-28,,546095.0,
2025-05-30,,,12038234757.004648
2025-05-31,1016284104.8877773,,
2025-06-01,,452800.0,
2025-06-03,,,11439289120.522953
2025-06-04,795352777.73826,,
2025-06-05,,562558.0,
2025-06-07,,,3677820071.5810657
2025-06-08,965785515.8250304,,
2025-06-09,,506842.0,
2025-06-11,,,8722630197.219322
2025-06-12,934223897.6608136,,
2025-06-13,,567837.0,
2025-06-15,,,3155873881.1872916
2025-06-16,917456209.4405266,,
2025-06-17,,518441.0,
2025-06-19,,,5255470077.15392
2025-06-20,948875942.6405447,,
2025-06-21,,455627.0,
2025-06-23,,,9641640710.702705
2025-06-24,735221756.880422,,
2025-06-25,,516000.0,
2025-06-28,911172262.800523,,3336314161.1267157
2025-06-29,,442209.0,
2025-07-02,889547992.701345,,9829934492.062973
2025-07-03,,571346.0,
2025-07-06,930246266.8772235,,2856385887.529106
2025-07-07,,493343.0,
2025-07-10,994200697.7250328,,11593476507.743673
2025-07-11,,626638.0,
2025-07-14,910161831.228891,,28379995376.52119
2025-07-15,,560371.0,
2025-07-18,903884853.0824848,,17065964092.484245
2025-07-19,,477264.0,
2025-07-22,941546721.960922,,14170292447.359936
2025-07-23,,535701.0,
2025-07-26,970032969.1338755,,4964932334.15206
2025-07-27,,457112.0,
2025-07-30,869131963.3112651,,10499712187.637215
2025-07-31,,584264.0,
2025-08-03,983324484.0382924,,3752362442.6492014
2025-08-04,,542397.0,
2025-08-07,1021388657.6139685,,8976136352.994701
2025-08-08,,749938.0,
2025-08-11,945836287.6602162,,11718980185.323074
2025-08-12,,543783.0,
2025-08-15,862190901.6766596,,14017254389.700182
2025-08-16,,475351.0,
2025-08-19,862190901.6766596,,14441863554.129673
2025-08-20,,534876.0,
2025-08-23,980001769.6141683,,8101157832.036867
2025-08-24,,443678.0,
2025-08-27,967107009.4876657,,10326963402.219948
2025-08-28,,547915.0,
2025-08-31,851054168.3491462,,4626001308.177331
2025-09-01,,521197.0,
2025-09-04,902633208.8551546,,10787959326.746689
2025-09-05,,587857.0,
2025-09-08,1082012601.5468137,,7661404614.42701
2025-09-09,,549610.0,
2025-09-12,811509451.1601102,,13838292752.335754
2025-09-13,,526152.0,
2025-09-16,1082012601.5468137,,11014563418.224216
2025-09-17,,517428.0,
2025-09-20,1082611043.2192645,,6506869820.089035
2025-09-21,,467555.0,
2025-09-24,1082611043.2192645,,11030120453.67821
2025-09-25,,542099.0,
2025-09-28,1167521713.2756777,,4533682940.126207
2025-09-29,,521335.0,
2025-10-02,1019764936.475331,,18501831007.64977
2025-10-03,,595427.0,
2025-10-06,922287405.7828363,,16874408670.71981
2025-10-07,,561921.0,
2025-10-10,989771850.1084098,,15376547532.03535
2025-10-11,,546781.0,
2025-10-14,1267207899.0024335,,19576688920.433247
2025-10-15,,542831.0,
2025-10-18,1203393599.4625034,,5298430674.653136
2025-10-19,,443995.0,
2025-10-22,1115874064.956139,,15261276545.144241
2025-10-23,,527286.0,
2025-10-26,1072114297.7029574,,6847085319.891039
2025-10-27,,522563.0,
2025-10-30,1240553837.6668227,,14514069160.323538
2025-10-31,,572374.0,
2025-11-03,1100991530.929305,,14288895727.776064
2025-11-04,,582796.0,
2025-11-07,1100991530.929305,,21461779028.83144
2025-11-08,,470481.0,
2025-11-11,1186279607.2688992,,10951056954.68874
2025-11-12,,504920.0,
2025-11-15,,,5644973418.0668
2025-11-18,1006737198.683799,,
2025-11-19,,535320.0,17471565470.769844
2025-11-22,1082431724.900626,,
2025-11-23,,442816.0,17954745701.83514
2025-11-26,1241390229.9559624,,
2025-11-27,,525809.0,9062460320.883312
2025-11-30,1239441135.1156871,,
2025-12-01,,557926.0,13435643673.40069
2025-12-04,979678022.9656931,,
2025-12-05,,534245.0,10280986733.847937
2025-12-08,1098426874.2342618,,
2025-12-09,,507794.0,9695891171.237087
2025-12-12,1068190154.3848839,,
2025-12-13,,463369.0,4017753379.5852885
2025-12-16,1082923811.686744,,
2025-12-17,,511367.0,12489831561.278057
2025-12-20,1082923811.686744,,
2025-12-21,,436144.0,2519189997.1456137
2025-12-24,1171325755.4979067,,
2025-12-25,,431619.0,3024468762.6361113
2025-12-28,1142344841.882498,,
2025-12-29,,516338.0,17986843413.77039
